"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530599503002055,16,24,16,0,0,24
530599503002056,7,15,7,0,0,15
530599503002058,6,7,4,0,0,7
530599503002059,27,47,27,0,0,47
530599503002061,20,43,20,0,0,43
530599501001661,6,9,1,0,0,9
530599501001666,15,14,13,0,0,14
530599501001668,3,1,3,0,0,1
530599501001678,10,11,0,0,0,11
530599503002062,4,18,4,0,0,18
530599503002063,15,24,15,0,0,24
530599503002064,4,6,4,0,0,6
530599503002065,1,14,0,14,0,0
530599503002066,11,13,11,0,0,13
530599503002067,9,14,5,0,0,14
530599503002068,15,23,15,0,0,23
530599503002069,2,9,2,0,0,9
530599503002071,3,8,3,0,0,8
530599503002072,15,35,15,0,0,35
530599504001003,7,14,7,0,0,14
530110404031002,16,44,16,0,0,44
530110404031012,8,21,8,0,0,21
530110404031015,5,11,5,0,0,11
530110404031019,22,54,22,0,0,54
530110404031022,5,15,5,0,0,15
530110404031025,49,127,49,0,0,127
530110404031029,43,109,36,0,0,109
530110404031046,7,32,7,0,0,32
530110404031049,7,34,7,0,0,34
530110404032000,30,81,30,0,0,81
530110404032003,45,146,39,0,0,146
530110404032006,7,26,7,0,0,26
530110404032010,15,35,11,0,0,35
530110404032013,11,30,11,0,0,30
530110404032016,45,106,42,0,0,106
530110404032020,11,32,11,0,0,32
530110404032023,18,51,18,0,0,51
530110404032026,3,18,3,0,0,18
530110404032029,14,49,14,0,0,49
530110404071011,84,251,84,0,0,251
530110404071014,15,56,15,0,0,56
530110404071018,25,58,24,0,0,58
530110404071021,97,202,97,0,0,202
530110404071024,12,35,12,0,0,35
530110404072007,2,13,2,0,0,13
530110404072011,2,16,2,0,0,16
530110404072014,18,63,18,0,0,63
530110404072017,207,434,191,0,0,434
530110404072020,7,17,7,0,0,17
530110407142009,260,576,252,0,0,576
530110408031004,19,57,19,0,0,57
530110408031007,134,386,134,0,0,386
530110408031010,29,94,22,0,0,94
530110408031011,19,46,17,0,0,46
530110408031012,71,168,71,0,0,168
530110408123007,28,69,24,0,0,69
530110408123010,7,20,7,0,0,20
530110408123014,25,67,19,0,0,67
530110408123017,16,53,12,0,0,53
530110403032019,19,51,19,0,0,51
530110403032022,28,81,28,0,0,81
530110403033003,12,55,11,0,0,55
530110403033006,14,55,10,0,0,55
530110403033010,9,29,9,0,0,29
530110403033013,9,22,9,0,0,22
530110403033016,56,157,56,0,0,157
530110403041000,197,549,194,0,0,549
530110403041003,8,19,8,0,0,19
530110403041006,333,836,308,0,0,836
530110403041010,17,53,17,0,0,53
530110403041013,45,134,39,0,0,134
530110403051005,6,18,1,0,0,18
530110403051008,8,9,8,0,0,9
530110403051012,12,24,12,0,0,24
530110403051015,8,16,8,0,0,16
530110403051022,22,41,22,0,0,41
530110403051025,7,14,7,0,0,14
530110403051028,7,16,7,0,0,16
530110403051032,4,16,2,0,0,16
530110403051035,5,17,5,0,0,17
530110403051038,30,62,30,0,0,62
530110403052022,13,14,13,0,0,14
530110403052025,3,15,3,0,0,15
530110403052028,13,43,13,0,0,43
530110403052032,12,52,12,0,0,52
530110407142013,26,87,17,0,0,87
530110407142016,6,35,6,0,0,35
530110407151002,6,23,2,0,0,23
530110407151006,2,9,0,0,0,9
530110407151009,3,23,3,0,0,23
530110407151012,38,83,38,0,0,83
530110407151015,24,57,20,0,0,57
530110407151025,171,327,171,0,0,327
530110407151029,30,111,30,3,8,100
530110407152000,80,197,74,0,0,197
530110407152001,40,117,40,0,0,117
530110407152003,37,91,37,0,0,91
530110407152009,15,38,15,0,0,38
530110407152010,5,25,3,0,0,25
530110407152011,17,47,17,0,0,47
530110407152013,3,10,3,0,0,10
530110408031000,5,18,5,0,0,18
530110408031001,4,16,4,0,0,16
530110405041051,11,44,11,0,0,44
530110405042011,25,90,25,0,0,90
530110405042014,17,71,17,0,0,71
530110405043002,5,22,5,0,0,22
530110405043005,1,25,1,0,0,25
530110405043008,13,59,10,0,0,59
530110405051000,89,244,84,0,0,244
530110405051003,280,781,280,0,0,781
530110405051006,2,18,1,0,0,18
530110405051010,67,221,67,0,0,221
530110405052001,5,14,3,0,0,14
530110405052004,49,151,49,0,0,151
530110405052007,3,8,3,0,0,8
530110405052022,19,63,15,0,0,63
530110405052025,11,36,11,0,0,36
530110405053000,18,57,18,0,0,57
530110405053003,29,95,29,0,0,95
530110405053006,23,67,23,0,0,67
530110405053010,18,54,18,0,0,54
530110405053013,60,166,59,0,0,166
530110405053016,9,39,0,0,0,39
530110405053020,20,67,20,0,0,67
530110405071002,5,13,5,0,0,13
530110405072002,374,1012,369,0,0,1012
530110405072006,12,41,9,0,0,41
530110409071012,8,27,8,0,0,27
530110409071016,9,27,9,0,0,27
530110409071019,10,30,10,0,0,30
530110409071022,17,53,17,0,0,53
530110409072001,52,147,51,0,0,147
530110409072004,56,153,56,0,0,153
530110409072007,75,185,75,0,0,185
530110409072022,66,173,66,0,0,173
530110409073009,44,99,43,0,0,99
530110409073012,34,81,34,0,0,81
530110409073019,20,58,20,0,0,58
530110409073022,10,46,10,0,0,46
530110409074001,42,105,42,0,0,105
530110409074004,6,45,6,0,0,45
530110409074007,88,199,88,0,0,199
530110409074010,106,293,106,0,0,293
530110409081013,21,55,15,0,0,55
530110409082001,15,46,15,0,0,46
530110409082005,24,57,17,0,0,57
530110409082008,17,47,17,0,0,47
530110409082011,54,125,54,0,0,125
530110410093005,26,80,26,0,0,80
530110410093009,38,104,38,0,0,104
530110410093012,24,65,24,0,0,65
530110411054006,17,44,17,0,0,44
530110411054009,70,204,69,0,0,204
530110411054016,39,88,39,0,0,88
530110411071004,37,78,37,0,0,78
530110411071007,5,32,5,0,0,32
530110411071010,23,51,23,0,0,51
530110411071014,19,40,19,0,0,40
530110411071017,8,26,8,0,0,26
530110411071020,86,217,86,0,0,217
530110411101001,25,58,25,0,0,58
530110411101004,26,78,21,0,0,78
530110411101008,22,56,14,0,0,56
530110411102001,89,255,89,0,7,248
530110411102004,9,26,9,0,0,26
530110411102008,27,86,27,0,0,86
530110411102014,13,46,13,0,0,46
530110411102018,10,37,10,0,0,37
530110411102021,28,83,27,0,0,83
530110411102024,300,627,286,0,0,627
530110411102027,6,28,6,0,0,28
530110411103012,62,144,62,0,0,144
530110411104002,16,63,16,0,0,63
530110411104009,9,38,4,0,0,38
530110411104012,17,52,17,0,0,52
530110411111002,427,1049,416,0,9,1040
530110411111005,551,1327,518,0,0,1327
530110411112001,552,1328,515,0,148,1180
530110411121003,180,478,180,0,0,478
530110411121006,28,75,28,0,0,75
530110411122001,28,94,25,0,0,94
530110411122004,56,126,49,0,0,126
530110427002003,14,55,13,0,0,55
530110427003000,455,1078,420,0,0,1078
530110408123020,59,115,58,0,0,115
530110408123023,17,43,12,0,0,43
530110408123026,59,167,56,0,0,167
530110409041002,39,96,35,0,0,96
530110409041005,25,62,25,0,0,62
530110409041022,25,66,25,0,0,66
530110409042009,2,11,2,0,0,11
530110409042012,13,48,13,0,0,48
530110409042016,11,33,9,0,0,33
530110409042019,9,46,0,0,0,46
530110409042022,45,128,45,0,0,128
530110409043006,31,92,31,0,0,92
530110409043009,59,166,59,0,0,166
530110409043012,44,106,40,0,0,106
530110409051007,37,94,37,0,0,94
530110409051010,39,99,39,0,0,99
530110409051014,4,27,4,0,0,27
530110409051017,37,78,37,0,0,78
530110409051020,71,179,70,0,0,179
530110409052000,28,64,28,0,0,64
530110409052003,22,72,16,0,0,72
530110409052006,20,60,20,0,0,60
530110409052010,5,28,5,0,0,28
530110409052013,16,50,16,0,0,50
530110409052016,27,95,27,0,0,95
530110409052019,21,56,21,0,0,56
530110409071003,44,145,44,0,0,145
530110409071006,11,31,11,0,0,31
530110402033018,19,72,19,0,0,72
530110402033021,4,13,4,0,0,13
530110402033028,10,27,10,0,0,27
530110402033031,1,11,1,0,0,11
530110402033034,2,6,2,0,0,6
530110402033038,18,55,18,0,0,55
530110402033041,7,29,7,0,0,29
530110402033044,39,112,39,0,0,112
530110403011008,28,60,28,0,0,60
530110403011018,19,55,19,0,0,55
530110403011021,25,66,25,0,0,66
530110403011025,12,45,12,0,0,45
530110403011028,20,46,20,0,0,46
530110403012008,1,5,1,0,0,5
530110403012011,14,52,14,0,0,52
530110403012026,13,28,13,0,0,28
530110403012029,3,8,3,0,0,8
530110403012033,1,4,1,0,0,4
530110403012036,6,13,6,0,0,13
530110403031000,132,388,130,0,0,388
530110403031004,8,44,8,0,0,44
530110403031007,7,43,7,0,0,43
530110403031010,13,42,11,0,0,42
530110403031014,24,58,24,0,0,58
530110403052035,29,100,29,0,0,100
530110403052038,32,104,32,0,0,104
530110407124003,18,78,18,0,0,78
530110407124009,13,40,13,0,0,40
530110407124012,6,22,6,0,0,22
530110407124027,22,72,22,0,0,72
530110407131000,40,110,40,0,0,110
530110407131003,43,125,43,0,0,125
530110407131006,25,52,25,0,0,52
530110407131009,11,41,11,0,0,41
530110407131013,10,39,7,0,0,39
530110407132001,21,64,21,0,0,64
530110407132004,3,13,3,0,0,13
530110407132008,50,159,50,0,0,159
530110407133001,30,86,30,0,0,86
530110407133004,24,85,22,0,0,85
530110407133007,10,45,5,0,0,45
530110407141006,17,64,17,0,0,64
530110407142000,57,174,51,0,0,174
530110407142001,12,33,10,0,0,33
530110407142004,47,150,47,0,0,150
530110407142005,8,22,6,0,0,22
530110407142006,4,50,4,0,0,50
530110405072009,1,6,0,0,0,6
530110405091002,28,94,28,0,0,94
530110405091006,56,137,54,0,0,137
530110405091009,46,124,46,0,0,124
530110405091012,43,125,43,0,0,125
530110409083001,96,270,96,0,0,270
530110409083004,18,53,18,0,0,53
530110409083007,36,117,35,0,0,117
530110409083011,26,52,26,0,0,52
530110409083014,40,113,40,0,6,107
530110409083017,12,35,12,0,0,35
530110409083020,19,45,19,0,0,45
530110409084006,49,129,49,0,0,129
530110409084010,18,58,18,0,0,58
530110409084013,8,30,8,0,0,30
530110409091006,9,31,9,0,0,31
530110410101004,1,17,1,0,0,17
530110410101007,34,81,34,0,0,81
530110410101010,92,262,90,0,0,262
530110410101014,6,12,6,0,0,12
530110410102001,262,449,254,0,0,449
530110410102004,42,118,37,0,0,118
530110410111005,31,99,23,0,0,99
530110410111009,10,29,10,0,0,29
530110410111012,26,75,26,0,0,75
530110410111015,26,66,26,0,0,66
530110410111022,75,147,75,0,0,147
530110410112000,2,30,2,0,0,30
530110410112004,18,56,18,0,0,56
530110410112007,1,18,1,0,0,18
530110410112010,9,29,9,0,0,29
530110411041012,31,98,31,0,0,98
530110411041015,19,58,19,0,0,58
530110411042000,65,209,65,0,0,209
530110411042003,14,41,9,0,0,41
530110411042006,13,37,13,0,0,37
530110411042010,219,469,219,0,0,469
530110411042013,22,36,22,0,0,36
530110411042016,106,268,106,0,0,268
530110411051000,186,350,185,0,0,350
530110411051003,8,43,7,0,0,43
530110411051006,81,201,81,0,0,201
530110411051009,20,54,20,0,0,54
530110411052010,14,48,5,0,0,48
530110411053002,6,32,5,0,0,32
530110425002034,18,13,15,0,0,13
530110425002037,1,5,1,0,0,5
530110428001003,49,91,49,0,0,91
530110428001006,9,27,9,0,0,27
530110428001009,9,33,9,0,11,22
530110428001013,14,45,14,0,0,45
530110428001016,8,22,5,0,0,22
530110428001019,18,26,18,0,0,26
530110428001022,13,34,13,0,0,34
530110428001026,67,140,49,0,0,140
530110428001029,21,48,21,0,0,48
530110428002009,23,52,23,0,0,52
530110428002013,10,19,10,0,0,19
530110428002016,12,27,12,0,0,27
530110428002019,12,20,12,0,0,20
530110428002022,24,73,24,0,0,73
530110429001001,23,55,23,0,0,55
530110429001004,20,52,20,0,0,52
530110429001007,14,39,14,0,0,39
530110429001010,7,30,7,0,0,30
530110429001014,28,90,28,0,0,90
530110429001017,18,41,18,0,0,41
530110429001020,18,51,16,0,0,51
530110430001006,10,33,10,0,0,33
530110430001013,16,32,16,0,0,32
530110430001016,20,41,20,0,0,41
530110430001019,14,40,14,0,0,40
530110430002002,36,93,36,0,0,93
530110430002005,12,29,12,0,0,29
530110430002008,20,57,20,0,0,57
530110430002011,6,13,6,0,0,13
530110430002015,6,18,6,0,0,18
530110430002018,12,33,12,0,0,33
530110431001000,11,40,11,0,0,40
530110408091007,39,96,39,0,0,96
530110408091010,239,407,236,0,0,407
530110408092002,18,45,9,0,0,45
530110408092006,13,44,13,0,0,44
530110408094006,25,73,25,0,0,73
530110408094009,46,146,46,0,0,146
530110408094013,7,20,7,0,0,20
530110408094016,34,76,34,0,0,76
530110408094019,7,25,7,0,0,25
530110408094023,27,85,25,0,0,85
530110408101002,42,107,41,0,0,107
530110408101005,16,39,16,0,0,39
530110408101009,7,19,6,0,0,19
530110408101012,36,74,36,0,0,74
530110408102002,178,462,178,0,0,462
530110408102005,51,142,51,0,0,142
530110408102020,12,37,12,0,0,37
530110408102023,3,7,3,0,0,7
530110408111002,6,38,1,0,0,38
530110408111005,12,52,12,0,0,52
530110408111008,18,64,18,0,0,64
530110408111012,47,131,47,0,0,131
530110408111015,17,28,17,0,0,28
530110408112000,200,538,200,0,0,538
530110408112004,56,161,56,0,0,161
530110408112007,10,23,10,0,0,23
530110408112010,15,61,15,0,0,61
530110408112013,20,52,19,0,0,52
530110408121004,48,86,45,0,0,86
530110408121008,35,96,31,0,0,96
530110408122001,15,57,15,0,0,57
530110408122004,32,106,32,0,0,106
530110408122007,66,181,64,0,0,181
530110403031017,9,29,9,0,0,29
530110403031020,25,76,25,0,0,76
530110403031023,79,250,79,0,0,250
530110410052056,52,76,48,0,0,76
530110410052066,2,15,2,0,0,15
530110410052070,54,102,54,0,0,102
530110410071011,6,21,6,0,0,21
530110410071014,4,18,0,0,0,18
530110410071018,8,36,8,0,0,36
530110410072002,50,89,50,0,0,89
530110410072005,10,44,7,0,0,44
530110410072009,37,99,34,0,0,99
530110410072012,87,225,87,0,0,225
530110410072015,43,88,43,0,0,88
530110410073002,33,75,32,0,0,75
530110410073005,7,16,7,0,0,16
530110410073008,89,192,89,0,0,192
530110410081000,42,138,40,0,0,138
530110410081015,19,57,19,0,0,57
530110410082001,8,24,8,0,0,24
530110410082005,5,24,5,0,0,24
530110410082008,16,47,16,0,0,47
530110410082011,50,140,50,0,0,140
530110410082015,14,52,14,0,0,52
530110410082018,14,54,14,0,0,54
530110410082021,19,44,19,0,0,44
530110410083001,45,119,45,0,0,119
530110410083004,52,139,52,0,0,139
530110410083007,39,103,39,0,0,103
530110410091001,47,95,46,0,0,95
530110410092005,384,658,360,66,13,579
530110410092009,39,95,39,0,0,95
530110410092012,4,20,4,0,0,20
530110410093001,7,17,7,0,0,17
530110423003016,10,16,10,0,0,16
530110423003019,25,45,25,0,0,45
530110425002044,28,36,28,0,0,36
530110425002047,1,6,0,0,0,6
530110425002053,54,72,54,0,0,72
530110426011011,1,5,1,0,0,5
530110426011028,2,9,0,0,0,9
530110426011034,30,50,22,0,0,50
530110426021015,13,32,12,0,0,32
530110426021019,8,29,8,0,0,29
530110426021022,12,24,9,0,0,24
530110426021025,14,25,14,0,0,25
530110426021029,32,68,32,0,0,68
530110426021032,5,16,5,0,0,16
530110426021035,11,37,11,0,0,37
530110426021039,15,31,15,0,0,31
530110426021042,6,20,6,0,0,20
530110426022002,16,41,16,0,0,41
530110426022020,24,67,21,0,0,67
530110426022023,11,33,10,4,0,29
530110427001000,698,1309,684,0,0,1309
530110408032023,16,57,13,0,0,57
530110408033002,61,158,61,0,0,158
530110408033005,41,113,41,0,0,113
530110408033009,8,36,8,0,0,36
530110408034002,22,52,18,0,0,52
530110408034005,13,45,13,0,0,45
530110408034009,12,41,12,0,0,41
530110408061001,17,38,17,0,0,38
530110408061004,286,819,286,0,0,819
530110408061008,13,39,13,0,0,39
530110408062003,15,53,13,0,6,47
530110408062006,9,27,9,0,0,27
530110408062010,10,31,10,0,0,31
530110408062013,17,35,17,0,0,35
530110408062016,23,66,23,0,0,66
530110408062020,16,46,9,0,0,46
530110408062023,23,50,21,0,0,50
530110408063002,176,429,120,0,93,336
530110408063006,31,97,31,0,0,97
530110408063009,11,34,11,0,0,34
530110408063015,21,90,21,0,0,90
530110408081008,9,35,9,0,0,35
530110408081011,16,25,16,0,0,25
530110408081021,107,276,101,0,0,276
530110408081025,11,27,11,0,0,27
530110408123003,165,366,165,0,0,366
530110407121002,125,371,125,0,0,371
530110407121006,75,212,75,0,0,212
530110407122005,31,95,27,0,0,95
530110407122006,30,94,30,0,0,94
530110407122007,15,61,15,0,0,61
530110407122008,38,105,38,0,0,105
530110407122009,20,74,20,0,0,74
530110409102008,8,20,8,0,0,20
530110409102011,18,62,18,0,0,62
530110410031008,21,43,21,0,0,43
530110410031011,23,58,23,0,0,58
530110410032003,82,207,82,0,0,207
530110410032006,25,64,18,0,0,64
530110410032009,19,39,19,0,0,39
530110410032016,7,10,7,0,0,10
530110410032019,18,31,18,0,0,31
530110410033000,41,98,41,0,0,98
530110410033003,23,57,19,0,0,57
530110410033006,9,22,5,0,0,22
530110410033009,11,44,9,0,0,44
530110410034008,26,61,26,0,0,61
530110410034011,17,50,13,0,0,50
530110410034015,12,31,12,0,0,31
530110410051000,126,335,118,0,0,335
530110410051003,15,33,15,0,0,33
530110410051007,39,106,33,0,0,106
530110410051013,16,35,16,0,0,35
530110410051017,6,14,6,0,0,14
530110410051020,8,31,8,0,0,31
530110410052047,3,15,3,0,0,15
530110423003022,11,44,11,0,0,44
530110423003025,21,37,16,0,0,37
530110423003029,13,17,13,0,0,17
530110423003032,17,38,17,0,0,38
530110424001008,18,26,18,0,0,26
530110424001011,0,105,0,0,105,0
530110424001017,9,37,9,0,6,31
530110424001040,15,31,15,0,0,31
530110424002019,183,271,171,0,77,194
530110425001003,10,30,10,0,0,30
530110425001006,6,16,6,0,0,16
530110425001012,8,29,7,0,0,29
530110425001016,14,16,14,0,0,16
530110425001019,7,14,7,0,0,14
530110425001022,10,19,9,0,0,19
530110425002009,2,21,2,0,0,21
530110425002013,5,7,5,0,0,7
530110425002022,4,12,4,0,0,12
530110408081038,4,12,4,0,0,12
530110408081041,2,6,2,0,0,6
530110407123004,20,71,20,0,0,71
530110407123007,11,35,11,0,0,35
530110407123008,10,45,10,0,0,45
530110407123009,18,67,14,0,0,67
530110409091009,21,82,21,0,0,82
530110409091012,40,75,40,0,0,75
530110409091015,86,136,72,0,0,136
530110409091019,28,79,28,0,0,79
530110409091022,15,50,15,0,0,50
530110409092001,9,28,9,0,0,28
530110409092004,17,56,17,0,0,56
530110409093003,9,25,9,0,0,25
530110409094011,12,49,12,0,0,49
530110409094014,13,29,13,0,0,29
530110409101003,18,50,18,0,0,50
530110409101013,8,45,8,0,0,45
530110409101016,49,161,49,0,0,161
530110409101019,18,60,18,0,0,60
530110409101023,46,151,46,0,0,151
530110409101026,4,20,4,0,0,20
530110418003022,8,14,8,0,0,14
530110418003025,10,21,10,0,0,21
530110418003028,20,56,20,0,0,56
530110418003032,9,21,9,0,0,21
530110418003035,15,48,15,0,0,48
530110421001019,5,20,5,0,0,20
530110421001023,17,47,17,0,0,47
530110421001026,11,18,11,0,0,18
530110421001029,14,18,14,0,0,18
530110421001032,3,13,0,0,0,13
530110421002000,7,12,7,0,0,12
530110421002003,16,28,16,0,0,28
530110421002006,12,19,12,0,0,19
530110421002009,11,34,6,0,0,34
530110421002013,23,54,23,0,0,54
530110421002016,25,81,25,0,0,81
530110421002019,77,190,70,0,0,190
530110421002035,14,35,14,0,0,35
530110421002039,12,28,12,0,0,28
530110421002042,17,33,17,0,0,33
530110421002045,8,34,8,0,0,34
530110423001000,12,15,12,0,0,15
530110423001004,20,59,20,0,0,59
530110423001007,22,34,20,0,0,34
530110423001010,9,37,9,0,0,37
530110423001013,14,28,4,0,0,28
530110423001017,10,30,10,0,0,30
530110423001020,16,49,16,0,0,49
530110423001023,27,45,27,0,0,45
530110423002004,4,4,3,0,0,4
530110423002017,120,177,117,0,0,177
530110423003002,13,30,9,0,0,30
530110423003005,11,22,11,0,0,22
530110423003009,228,225,213,0,0,225
530110423003012,17,29,17,0,0,29
530110423003015,13,22,13,0,0,22
530110411123001,98,192,92,0,0,192
530110411123004,668,1539,615,0,0,1539
530110411124002,387,802,368,0,0,802
530110411131001,202,314,198,0,0,314
530110411131004,396,903,376,0,0,903
530110411131014,21,43,15,0,0,43
530110411142002,18,47,18,0,0,47
530110411142005,105,208,105,0,0,208
530110411142009,98,191,98,0,0,191
530110411142012,18,44,18,0,0,44
530110411142019,105,166,105,0,0,166
530110411142022,28,65,22,0,0,65
530110411142025,20,74,20,0,0,74
530110411143002,441,451,387,0,14,437
530110411144002,50,125,50,0,0,125
530110416002003,101,239,93,0,0,239
530110418003038,18,51,18,0,0,51
530110418003041,9,32,9,0,0,32
530110419001006,38,84,35,0,0,84
530110419001009,6,23,1,0,0,23
530110419001013,11,50,11,0,0,50
530110419001029,13,22,13,0,0,22
530110419001033,9,17,9,0,0,17
530110419001036,8,12,8,0,0,12
530110419001039,8,13,8,0,0,13
530110419001042,9,17,9,0,0,17
530110419002003,8,22,8,0,0,22
530110419002006,3,11,3,0,0,11
530110419002009,12,17,12,0,0,17
530110419002012,16,24,16,0,0,24
530110419002016,11,29,11,0,0,29
530110419002019,22,37,22,0,0,37
530110419002022,9,12,5,0,0,12
530110419002038,8,8,7,0,0,8
530110419002042,9,13,9,0,0,13
530110420001002,7,16,7,0,0,16
530110420001005,10,30,10,0,0,30
530110420001009,27,67,27,0,0,67
530110420001012,9,21,9,0,0,21
530110420001015,11,19,11,0,0,19
530110420002000,13,24,13,0,0,24
530110420002004,20,43,20,0,0,43
530110420002007,15,35,15,0,0,35
530110420002010,23,60,23,0,0,60
530110411144005,16,35,11,0,0,35
530110411144008,11,39,11,0,0,39
530110412031012,9,34,9,0,0,34
530110412032005,27,57,27,0,0,57
530110412032008,49,165,49,0,0,165
530110412032011,30,93,30,0,0,93
530110412032018,18,66,18,0,0,66
530110412032021,19,63,19,0,0,63
530110412033002,22,28,22,0,0,28
530110412033005,46,110,46,0,0,110
530110412033008,75,201,75,0,19,182
530110412051000,27,76,25,0,0,76
530110412052001,61,118,56,0,0,118
530110431001005,17,27,17,0,0,27
530110431001009,22,57,22,0,0,57
530110431001012,12,45,8,0,0,45
530110431001015,11,28,11,0,0,28
530110431001018,22,54,22,0,0,54
530110431001022,22,39,22,0,0,39
530110431002000,9,24,9,0,0,24
530110431002003,28,81,28,0,0,81
530110431002006,32,71,32,0,0,71
530110431003008,41,96,36,0,0,96
530110431003011,10,30,5,0,0,30
530110431003015,54,130,49,0,0,130
530110431004005,21,59,19,0,0,59
530110431004008,18,36,18,0,0,36
530110431004012,8,32,8,0,0,32
530110431004015,20,52,20,0,0,52
530110431004018,11,28,11,0,0,28
530110416002006,153,231,152,0,0,231
530110416002009,2,21,0,0,0,21
530110416002013,1,13,1,0,0,13
530110416002016,21,44,21,0,0,44
530110416002019,14,49,14,0,0,49
530110417001002,13,28,13,0,0,28
530110417001006,15,56,8,0,0,56
530110417001021,8,19,7,0,0,19
530110417001025,10,32,9,0,0,32
530110417001028,6,13,6,0,0,13
530110417002000,13,45,13,0,0,45
530110417002007,16,30,11,0,0,30
530110417002010,15,38,7,0,0,38
530110417002016,58,106,58,0,0,106
530110417002020,10,23,10,0,0,23
530110417002023,14,25,14,0,0,25
530110417002026,9,37,9,0,0,37
530110418001012,23,59,23,0,0,59
530110418001016,11,30,11,0,0,30
530110418001019,14,37,14,0,0,37
530110418001022,8,21,8,0,0,21
530110418001025,18,34,16,0,0,34
530110418001029,9,31,9,0,0,31
530110418001032,19,38,19,0,0,38
530110418002001,90,230,90,0,4,226
530110418002004,15,55,15,0,0,55
530110418002014,22,27,13,0,0,27
530110418003007,9,22,9,0,0,22
530110418003010,61,130,61,0,0,130
530110418003013,9,17,9,0,0,17
530110418003017,8,21,6,0,0,21
530110413353008,12,36,12,0,0,36
530110413353011,5,15,5,0,0,15
530110413353015,16,48,16,0,0,48
530110413353018,13,39,13,0,0,39
530110413361000,123,330,118,0,0,330
530110413361004,11,43,8,0,0,43
530110413362001,6,37,4,0,0,37
530110413362004,15,62,15,0,0,62
530110413362008,18,58,18,0,0,58
530110413371001,2,15,2,0,0,15
530110413371004,8,33,8,0,0,33
530110414003024,8,24,5,0,0,24
530110414003037,5,27,5,0,0,27
530110415001000,14,30,12,0,0,30
530110415001003,49,93,49,0,0,93
530110415001006,7,16,7,0,0,16
530110415001009,9,31,9,0,0,31
530110415001025,11,34,11,0,0,34
530110415002002,2,11,2,0,0,11
530110415002005,9,25,9,0,0,25
530110415002012,4,13,4,0,0,13
530110415002018,29,69,29,0,0,69
530110415002028,21,55,21,0,0,55
530110415003010,11,18,8,0,0,18
530110415003017,4,9,4,0,0,9
530110415003020,10,77,10,58,0,19
530110415003023,7,24,7,0,0,24
530110415003027,1,7,1,0,0,7
530110413321014,14,33,14,0,0,33
530110413321018,41,110,41,0,0,110
530110413321021,18,53,18,0,0,53
530110413322000,30,71,30,0,0,71
530110413322004,112,302,105,0,0,302
530110413322007,40,119,40,0,0,119
530110413331000,64,164,62,0,0,164
530110413331003,42,134,42,0,0,134
530110413371008,2,19,2,0,0,19
530110413371011,429,802,405,0,0,802
530110413372000,140,349,140,0,0,349
530110414001006,10,25,10,0,0,25
530110414001009,26,65,26,0,0,65
530110414001012,3,7,3,0,0,7
530110414001016,7,13,7,0,0,13
530110414001019,6,22,6,0,0,22
530110414001022,12,31,12,0,0,31
530110414001025,13,30,13,0,0,30
530110414002002,84,139,77,0,0,139
530110414002005,12,46,12,0,0,46
530110414002008,86,193,86,0,0,193
530110414002011,13,46,10,0,0,46
530110414002015,12,25,12,0,0,25
530110414002034,6,6,2,0,0,6
530110414003002,23,74,23,0,0,74
530110414003005,70,147,66,0,0,147
530110414003011,13,48,13,0,0,48
530110414003015,2,3,2,0,0,3
530110402011032,17,33,17,0,0,33
530110402011034,5,14,5,0,0,14
530110402011035,52,148,48,0,0,148
530110402012001,23,76,20,0,0,76
530110402012022,4,15,0,0,0,15
530110415003040,7,8,0,0,0,8
530110415003043,10,16,7,0,0,16
530110416001000,217,638,205,0,0,638
530110413283003,15,22,15,0,0,22
530110413283006,153,305,153,0,0,305
530110413283009,9,17,9,0,0,17
530110413283016,49,130,44,0,0,130
530110413284000,137,387,137,0,0,387
530110413284004,16,42,16,0,0,42
530110413284007,9,39,9,0,0,39
530110413284022,8,24,8,0,0,24
530110413291001,331,628,318,0,0,628
530110413292002,14,59,14,0,0,59
530110413331007,43,95,42,0,0,95
530110413331010,64,181,64,0,10,171
530110413331013,27,81,27,0,0,81
530110413332007,13,61,13,0,0,61
530110413332010,74,201,74,0,0,201
530110413332014,38,119,38,0,0,119
530110413332017,40,128,40,0,0,128
530110413332020,20,67,20,0,0,67
530110413341003,3,29,3,0,0,29
530110413341009,56,142,56,0,0,142
530110413341013,16,58,16,0,0,58
530110413341016,23,69,23,0,0,69
530110413342002,12,45,5,0,0,45
530110413342005,31,104,31,0,0,104
530110413351002,26,98,26,0,8,90
530110413351005,63,217,63,0,0,217
530110413351009,13,69,13,0,0,69
530110413351012,23,94,23,0,7,87
530110413351015,24,69,24,0,0,69
530110413351019,45,142,41,0,0,142
530110413352000,36,101,36,0,0,101
530110413352003,14,56,14,0,0,56
530110413352007,31,99,31,0,0,99
530110413352010,12,33,12,0,0,33
530110413352013,12,32,12,0,0,32
530110413353001,18,51,18,0,0,51
530110405091014,15,29,15,0,0,29
530110405091017,16,40,16,0,0,40
530110405091020,7,35,7,0,0,35
530110405092010,77,165,77,0,0,165
530110405092013,36,86,32,0,0,86
530110405092017,4,8,4,0,0,8
530110405092020,67,141,67,0,0,141
530110405092023,2,7,0,0,0,7
530110405092027,13,26,13,0,0,26
530110405092030,4,12,4,0,0,12
