"BLOCK","HH","POP","HH_Occ","GQ_Inst","GQ_Non","GP"
530110405092033,6,20,6,0,0,20
530110405092037,4,3,4,0,0,3
530110405092040,14,27,14,0,0,27
530110405092043,6,10,6,0,0,10
530110405092046,2,4,2,0,0,4
530110405101004,64,135,58,0,0,135
530110405101007,4,14,4,0,0,14
530110405101011,15,56,15,0,0,56
530110405101014,75,209,75,0,0,209
530110405101017,21,42,21,0,0,42
530110405101021,1,7,1,0,0,7
530110405101024,10,26,6,0,0,26
530110405102002,25,72,19,0,0,72
530110405102005,4,19,4,0,0,19
530110405102011,8,34,8,0,0,34
530110405104001,16,53,13,0,0,53
530110405104004,4,9,0,0,0,9
530110405104011,21,55,21,0,0,55
530110405104014,24,84,24,0,0,84
530110405104018,50,146,47,0,0,146
530110405104021,27,99,27,0,0,99
530110405104024,120,132,106,0,0,132
530110413251010,10,39,10,0,0,39
530110413251013,37,108,37,0,0,108
530110413251017,10,32,9,0,0,32
530110413251020,34,93,34,0,0,93
530110413251023,8,22,8,0,0,22
530110413252003,20,73,20,0,0,73
530110413252010,20,61,20,0,0,61
530110413292005,13,41,13,0,0,41
530110413292008,11,42,5,0,0,42
530110413292012,84,155,84,0,0,155
530110413292015,55,176,55,0,0,176
530110413292022,50,122,47,0,0,122
530110413292025,27,60,27,0,0,60
530110413292028,13,41,13,0,0,41
530110413292031,17,38,17,0,0,38
530110413293011,30,103,30,0,0,103
530110413301000,32,110,31,0,0,110
530110413301004,22,54,21,0,0,54
530110413301007,20,71,20,0,0,71
530110413301010,18,50,17,0,0,50
530110413302002,80,212,80,0,9,203
530110413302005,52,140,52,0,0,140
530110413302008,31,95,31,0,7,88
530110413302012,10,35,10,0,0,35
530110413303002,41,112,41,0,0,112
530110413303005,22,55,22,0,0,55
530110413303008,31,85,31,0,0,85
530110413303023,13,32,13,0,0,32
530110413311002,21,80,21,0,0,80
530110413312002,90,266,90,0,0,266
530110413312005,65,180,65,0,0,180
530110413321002,28,72,28,0,0,72
530110401014007,2,5,2,0,0,5
530110401021017,66,170,65,0,0,170
530110401022000,19,62,19,0,0,62
530110405104027,41,101,40,0,0,101
530110413201018,27,73,27,0,0,73
530110413202000,30,66,30,0,0,66
530110413202003,33,91,24,0,0,91
530110413202006,68,178,62,0,0,178
530110413202010,24,76,24,0,0,76
530110413204002,18,51,18,0,0,51
530110413204005,16,55,16,0,0,55
530110413205002,32,95,32,0,0,95
530110413252013,13,33,5,0,0,33
530110413252016,14,56,14,0,0,56
530110413252019,7,10,7,0,0,10
530110413253002,7,32,7,0,0,32
530110413253005,95,289,95,0,0,289
530110413253008,5,15,0,0,0,15
530110413253012,29,69,29,0,0,69
530110413253015,10,51,10,0,0,51
530110413253018,30,94,30,0,0,94
530110413253022,47,145,43,0,0,145
530110413261008,16,48,16,0,0,48
530110413261023,6,27,5,0,0,27
530110413261026,37,86,35,0,0,86
530110413261030,17,47,16,0,0,47
530110413281000,20,61,20,0,0,61
530110413281003,1,23,1,0,0,23
530110413281007,22,59,20,0,0,59
530110413281010,17,58,17,0,0,58
530110413282002,5,22,5,0,0,22
530110413282005,12,46,12,0,0,46
530110413282008,26,63,26,0,0,63
530110413283002,51,109,40,0,0,109
530110401012030,8,25,8,0,0,25
530110401012031,10,19,10,0,0,19
530110401022009,22,69,22,0,0,69
530110401022013,51,174,51,0,0,174
530110401022015,30,74,30,0,0,74
530110401023009,20,74,20,0,0,74
530110401023012,22,71,22,0,0,71
530110404151002,19,25,13,0,0,25
530110404151006,10,26,10,0,0,26
530110404151022,4,18,4,0,0,18
530110404151025,14,32,14,0,0,32
530110404151029,64,134,56,0,0,134
530110404151032,1,6,1,0,0,6
530110404151035,3,5,3,0,0,5
530110404152001,44,136,44,0,0,136
530110404152004,16,45,16,0,0,45
530110404152007,8,46,8,0,0,46
530110404152011,8,33,8,0,0,33
530110404152014,14,50,14,0,0,50
530110404152017,7,21,7,0,0,21
530110404152020,57,141,57,0,0,141
530110404161005,91,254,82,0,0,254
530110404161008,9,38,9,0,0,38
530110404162001,67,186,65,0,0,186
530110413132006,41,93,41,0,0,93
530110413132009,6,56,6,0,0,56
530110413132013,40,150,40,0,0,150
530110413171000,14,79,8,0,5,74
530110413171003,9,28,9,0,0,28
530110413211004,86,253,86,0,0,253
530110413211007,22,78,20,0,0,78
530110413211010,17,35,10,0,0,35
530110413211014,38,103,38,0,7,96
530110413211017,20,58,20,0,0,58
530110413211020,7,30,7,0,0,30
530110413221003,12,56,12,0,0,56
530110413221007,109,221,95,0,0,221
530110413221010,45,146,40,0,0,146
530110413221013,18,61,5,0,0,61
530110413222000,140,244,139,0,0,244
530110413223001,30,87,30,0,0,87
530110413223004,39,104,34,0,0,104
530110413231003,21,46,20,0,0,46
530110413231006,27,96,27,0,4,92
530110413232001,36,77,36,0,0,77
530110413232004,21,51,21,0,0,51
530110413233009,7,22,7,0,0,22
530110413234001,385,768,356,0,0,768
530110413234010,9,25,9,0,0,25
530110413234014,29,72,29,0,0,72
530110401013016,9,19,9,0,0,19
530110401014006,9,30,2,0,0,30
530110404121025,37,95,36,0,0,95
530110404122002,10,34,10,0,0,34
530110404122005,10,33,9,0,0,33
530110404122009,16,41,10,0,0,41
530110404122012,5,13,5,0,0,13
530110404122015,18,52,14,0,0,52
530110404122018,16,21,10,0,0,21
530110404122022,17,70,17,0,0,70
530110404122025,16,47,16,0,0,47
530110404122028,11,52,11,0,0,52
530110404122032,9,38,9,0,0,38
530110404162004,2,5,2,0,0,5
530110404162007,10,30,10,0,0,30
530110404162011,28,67,28,0,0,67
530110404162014,4,18,2,0,0,18
530110404163002,26,82,21,0,0,82
530110404163006,47,131,47,0,0,131
530110404163009,31,97,31,0,0,97
530110405041001,6,22,6,0,0,22
530110405041004,19,58,10,0,0,58
530110405041020,8,24,8,0,0,24
530110405041023,25,80,25,0,0,80
530110405041039,6,25,4,0,0,25
530110412081028,39,98,38,0,0,98
530110412081031,8,29,2,0,0,29
530110412082003,11,36,7,0,0,36
530110412082006,3,19,3,0,0,19
530110412083003,35,81,35,0,0,81
530110413171007,10,30,10,0,0,30
530110413171010,20,54,20,0,0,54
530110413171013,468,866,446,0,13,853
530110413171020,11,28,7,0,0,28
530110413171023,8,20,8,0,0,20
530110413172010,23,86,23,0,0,86
530110413173002,6,17,6,0,0,17
530110413174002,8,15,8,0,0,15
530110413191000,38,101,38,0,0,101
530110413191003,6,30,6,0,0,30
530110413191007,22,59,22,0,0,59
530110413191010,6,17,6,0,0,17
530110413191013,17,60,17,0,0,60
530110413191017,6,13,6,0,0,13
530110413191020,288,911,288,0,14,897
530110413191023,12,30,12,0,0,30
530110413191026,12,23,12,0,0,23
530110413192013,20,47,20,0,0,47
530110413192016,20,53,20,0,0,53
530110413192020,41,75,41,0,0,75
530110413192023,49,141,47,0,0,141
530110413192026,19,51,19,0,0,51
530110413192030,24,69,24,0,0,69
530110413193000,21,89,21,0,9,80
530110413193003,53,135,53,0,0,135
530110413193007,23,80,19,0,0,80
530110413201000,22,74,22,0,0,74
530110413201003,30,100,30,0,0,100
530110413201006,42,92,42,0,0,92
530110401011043,18,52,18,0,0,52
530110401011044,16,42,16,0,0,42
530110401011045,12,25,12,0,0,25
530110401011046,5,9,5,0,0,9
530110401012005,39,99,39,0,0,99
530110401012012,21,95,18,0,0,95
530110401012013,4,25,4,0,0,25
530110401012014,3,11,3,0,0,11
530110401012015,9,36,9,0,0,36
530110401012023,11,41,11,0,0,41
530110401012026,8,14,8,0,0,14
530110404131014,52,141,49,0,0,141
530110404132001,26,99,26,0,0,99
530110404132005,9,28,0,0,0,28
530110404141004,9,33,9,0,0,33
530110404141008,34,123,34,0,0,123
530110404141011,36,106,36,0,0,106
530110404142003,14,46,14,0,0,46
530110404142006,1,10,0,0,0,10
530110404142009,20,82,20,0,0,82
530110404142012,8,23,8,0,0,23
530110404142027,63,180,63,0,0,180
530110404142030,11,40,11,0,0,40
530110404143001,8,32,8,0,0,32
530110404143004,12,58,12,0,0,58
530110404143007,3,18,3,0,0,18
530110404143011,21,80,21,0,0,80
530110404143014,30,101,30,0,0,101
530110404143017,39,111,39,0,0,111
530110404143021,25,90,25,0,0,90
530110404143024,17,81,17,0,0,81
530110404144002,18,62,18,0,0,62
530110404144005,40,127,40,0,0,127
530110401014004,10,31,10,0,0,31
530110401023018,12,17,8,0,0,17
530110401023019,4,13,4,0,0,13
530110401023020,1,5,1,0,0,5
530110401023031,4,6,4,0,0,6
530110401023032,13,16,10,0,0,16
530110401023034,9,35,9,0,0,35
530110401023035,21,63,20,0,0,63
530110401023036,4,8,0,0,0,8
530110401023038,23,82,22,0,0,82
530110412052012,5,15,5,0,0,15
530110412052015,14,33,14,0,0,33
530110412052019,20,50,20,0,0,50
530110412052022,155,335,141,86,0,249
530110412053000,18,51,18,0,2,49
530110413091012,22,55,12,0,0,55
530110413091015,3,13,3,0,0,13
530110413092002,90,209,89,0,0,209
530110413092005,50,115,50,0,0,115
530110413093001,10,33,10,0,0,33
530110413093005,17,63,16,0,4,59
530110413093008,30,78,30,0,0,78
530110413093011,5,16,1,0,0,16
530110413101002,159,398,155,2,0,396
530110413101005,42,91,42,0,0,91
530110413101008,17,41,15,0,0,41
530110413101011,19,61,19,0,0,61
530110413103001,74,114,66,0,0,114
530110413103004,120,184,111,0,0,184
530110413103008,10,26,0,0,0,26
530110413103011,77,114,77,0,0,114
530110413103018,23,41,11,0,0,41
530110413103021,16,28,9,0,0,28
530110413103024,14,31,14,0,0,31
530110413104002,55,137,55,0,0,137
530110413104005,139,242,127,0,0,242
530110413104008,25,56,22,0,0,56
530110413121012,62,170,62,0,0,170
530110413122000,391,882,373,0,0,882
530110413124002,39,128,39,0,0,128
530110413124005,26,93,26,0,0,93
530110401011022,4,19,4,0,0,19
530110401011023,48,158,48,0,0,158
530110404073006,18,55,18,0,0,55
530110404073009,14,47,8,0,0,47
530110404073013,11,44,11,0,0,44
530110404073016,10,26,10,0,0,26
530110404074000,31,84,28,0,0,84
530110404074017,120,225,111,0,0,225
530110404081002,2,12,2,0,0,12
530110404081006,1,12,1,0,0,12
530110404081009,3,11,3,0,0,11
530110404081012,19,52,19,0,0,52
530110404081016,3,14,3,0,0,14
530110404082002,5,12,5,0,0,12
530110404082006,10,38,7,0,0,38
530110404082009,10,34,7,0,2,32
530110404082012,58,173,58,0,0,173
530110404082015,78,209,78,0,0,209
530110404091000,64,165,64,0,0,165
530110404091003,26,44,26,0,0,44
530110404091007,44,141,44,0,0,141
530110404091010,65,187,65,0,0,187
530110404091013,57,132,57,0,0,132
530110404091017,2,12,0,0,0,12
530110404091020,11,32,11,0,0,32
530110404092001,4,9,4,0,0,9
530110404092005,40,90,40,0,0,90
530110404092008,5,7,0,0,0,7
530110404111002,143,186,118,1,11,174
530110404111005,573,1020,531,0,0,1020
530110404121005,6,27,6,0,0,27
530110404121009,41,124,39,0,0,124
530110404121015,73,201,72,0,12,189
530110404121019,74,208,70,0,0,208
530110404121022,42,97,42,0,0,97
530110412061001,178,474,168,0,0,474
530110412061004,20,59,20,0,0,59
530110412061008,11,33,10,0,0,33
530110412061011,22,46,22,0,0,46
530110412061014,61,162,61,0,0,162
530110412062011,61,152,61,0,0,152
530110412062014,33,102,33,0,0,102
530110412062018,75,199,75,0,0,199
530110412062021,15,43,15,0,0,43
530110412063002,13,43,13,0,0,43
530110412063006,24,47,24,0,0,47
530110412063009,28,75,21,0,0,75
530110412063012,31,72,31,0,0,72
530110412063016,48,126,48,0,0,126
530110412063019,34,86,34,0,0,86
530110412063022,188,415,188,0,0,415
530110412071001,9,56,9,0,9,47
530110412072001,407,732,378,0,0,732
530110412072004,18,37,18,0,0,37
530110412072008,13,31,13,0,0,31
530110412072011,16,37,16,0,0,37
530110412072014,14,39,14,0,0,39
530110412081000,53,97,53,0,0,97
530110412081003,11,30,11,0,0,30
530110412081006,20,44,20,0,0,44
530110412081010,2,9,0,0,0,9
530110412081013,11,29,11,0,0,29
530110412081016,42,92,42,0,0,92
530110412081019,15,41,15,0,0,41
530110407111003,27,72,27,0,0,72
530110407111010,14,48,14,0,0,48
530110407112004,10,48,10,0,0,48
530110407112011,61,177,61,0,0,177
530110407112012,37,111,37,0,0,111
530110407092002,1,7,1,0,0,7
530110407092011,4,12,0,0,0,12
530110407092013,26,76,15,0,0,76
530110407092014,14,28,13,0,0,28
530110407112017,10,49,10,0,0,49
530110407033002,104,264,104,0,0,264
530110407033005,20,67,20,0,0,67
530110407034008,49,114,49,0,0,114
530110407034011,1,2,0,0,0,2
530110407034018,2,7,1,0,0,7
530110407061002,47,173,47,0,10,163
530110407092018,23,64,23,0,0,64
530110407093004,15,56,15,0,0,56
530110407093007,82,283,82,0,0,283
530110407093008,15,57,10,0,0,57
530110407093009,26,71,26,0,0,71
530110402022034,21,65,21,0,0,65
530110402022035,9,19,9,0,0,19
530110402031001,17,57,17,0,0,57
530110402031002,53,135,49,0,0,135
530110402031004,18,74,10,0,0,74
530110402031005,13,65,12,0,0,65
530110402031014,1,5,1,0,0,5
530110402031016,77,231,77,0,0,231
530110402031019,4,15,2,0,0,15
530110402031020,22,58,22,0,0,58
530110402032006,14,32,14,0,0,32
530110402033000,13,49,13,0,0,49
530110402033001,3,12,3,0,0,12
530110407061006,15,34,15,0,0,34
530110407061009,283,730,283,0,0,730
530110407061012,2,4,1,0,0,4
530110407062002,35,110,35,0,0,110
530110407062005,51,118,51,0,0,118
530110407062008,23,45,23,0,0,45
530110407062011,17,39,17,0,0,39
530110407071001,37,108,37,0,0,108
530110407071003,102,251,102,0,0,251
530110407071006,10,40,10,0,0,40
530110407071009,10,39,4,0,0,39
530110407071012,12,44,12,0,0,44
530110407072002,40,133,40,0,0,133
530110407072007,29,101,29,0,0,101
530110407073002,78,267,78,0,0,267
530110407073004,26,84,26,0,0,84
530110407073007,8,35,8,0,0,35
530110407073010,20,74,20,0,0,74
530110407091009,6,24,6,0,0,24
530110407091010,12,42,11,0,0,42
530110407091012,4,22,4,0,0,22
530110407091013,65,188,65,0,0,188
530110407092000,13,29,13,0,0,29
530110402021048,19,42,19,0,0,42
530110402021053,1,4,1,0,0,4
530110402022006,15,39,13,0,0,39
530110402022007,5,16,5,0,0,16
530110402022010,69,195,64,0,0,195
530110402022013,4,27,4,0,0,27
530110406082002,22,67,21,0,0,67
530110406082005,13,43,13,0,0,43
530110406082009,77,259,74,0,0,259
530110406082012,75,201,75,0,0,201
530110406082015,9,19,9,0,0,19
530110406083002,25,84,25,0,0,84
530110406083005,17,48,11,0,0,48
530110406083008,6,32,6,0,0,32
530110406083012,5,18,0,0,0,18
530110406091005,46,172,46,0,0,172
530110406091008,14,57,14,0,0,57
530110406091012,49,166,48,0,0,166
530110406091015,9,36,9,0,0,36
530110406091018,16,54,16,0,0,54
530110406092000,66,186,66,0,0,186
530110406092003,12,46,12,0,0,46
530110406092006,22,65,18,0,0,65
530110406092010,29,110,29,0,0,110
530110406092013,9,35,8,0,0,35
530110406092016,31,78,25,0,0,78
530110406101001,35,92,35,0,0,92
530110406101016,12,39,12,0,0,39
530110406101019,21,66,21,0,0,66
530110406102003,22,81,22,0,0,81
530110406102006,42,136,36,0,0,136
530110406102009,54,156,54,0,0,156
530110407031003,26,67,26,0,0,67
530110407031006,61,173,61,0,0,173
530110407031009,5,25,5,0,0,25
530110407031013,60,157,60,0,0,157
530110407031016,30,93,30,0,0,93
530110407032000,29,79,28,0,0,79
530110407032003,14,35,14,0,0,35
530110407032020,37,104,37,0,0,104
530110407033000,22,53,22,0,0,53
530110402014025,5,22,5,0,0,22
530110402014026,7,25,1,0,0,25
530110402014027,6,26,6,0,0,26
530110402022014,58,156,58,0,0,156
530110402022016,18,59,18,0,0,59
530110402022028,5,14,5,0,0,14
530110402022029,17,40,17,0,0,40
530110402022030,7,20,7,0,0,20
530110402022033,9,27,9,0,0,27
530110406043009,17,52,17,0,0,52
530110406051000,37,104,37,0,0,104
530110406051003,23,64,23,0,0,64
530110406051007,10,33,10,0,0,33
530110406051013,1,5,0,0,0,5
530110406051017,3,12,3,0,0,12
530110406051020,59,156,59,0,0,156
530110406051023,55,157,55,0,0,157
530110406052007,21,42,13,0,0,42
530110406053007,49,160,49,61,0,99
530110406053010,6,37,6,0,0,37
530110406053014,60,129,58,0,0,129
530110406054000,51,136,51,0,0,136
530110406054003,24,86,24,0,0,86
530110406054010,9,34,8,0,0,34
530110406054013,14,44,14,0,0,44
530110406054017,31,80,31,0,0,80
530110406054020,36,118,36,0,0,118
530110402013001,4,6,3,0,0,6
530110402021009,1,4,1,0,0,4
530110402021018,4,4,4,0,0,4
530110402021023,158,464,158,0,0,464
530110402021024,5,12,2,0,0,12
530110402021025,1,9,1,0,0,9
530110405132016,9,31,3,0,0,31
530110405132020,27,71,27,0,0,71
530110405132023,25,62,19,0,0,62
530110405132026,41,121,41,0,0,121
530110406031002,86,272,84,15,0,257
530110406031005,34,134,34,0,0,134
530110406031008,1,18,1,0,0,18
530110406032015,23,60,17,0,0,60
530110406032018,13,36,12,0,0,36
530110406032022,23,71,23,0,0,71
530110406033000,190,524,185,0,0,524
530110406033007,1,9,1,0,0,9
530110406054023,55,162,55,0,0,162
530110406054026,16,50,10,0,0,50
530110406081004,17,36,17,0,0,36
530110406081007,12,31,12,0,0,31
530110406081014,126,371,126,0,0,371
530110406081024,7,24,7,0,0,24
530110406081027,2,11,2,0,0,11
530110406081030,6,26,6,0,0,26
530110402013004,154,364,154,0,0,364
530110402013005,12,50,12,0,0,50
530110402013006,13,48,13,0,0,48
530110402014005,34,71,34,0,0,71
530110402014006,18,45,18,0,0,45
530110402014007,33,81,33,0,0,81
530110405104030,28,40,28,0,0,40
530110405104033,12,22,8,0,0,22
530110405104036,18,28,18,0,0,28
530110405111001,19,60,19,0,0,60
530110405111004,4,34,4,0,0,34
530110405111007,107,374,104,0,0,374
530110406033013,25,67,25,0,0,67
530110406033017,34,91,32,0,0,91
530110406033020,37,103,37,0,0,103
530110406034002,31,78,31,0,0,78
530110406034005,1,12,1,0,0,12
530110406041001,80,233,80,0,5,228
530110406041004,48,146,43,0,0,146
530110406041008,12,36,12,0,0,36
530110406041011,12,35,12,0,0,35
530110406041014,21,87,21,0,0,87
530110406041018,33,72,33,0,0,72
530110406041021,16,59,16,0,0,59
530110406042001,50,142,43,0,0,142
530110406042005,9,33,5,0,0,33
530110406042008,10,41,10,0,0,41
530110406042011,7,35,7,0,0,35
530110406042014,20,49,20,0,0,49
530110406042030,53,195,53,0,0,195
530110406042033,4,27,4,0,0,27
530110406043000,11,51,11,0,0,51
530110406043007,13,31,13,0,0,31
530110405111014,43,134,38,0,0,134
530110405112000,27,84,27,0,0,84
530110405112017,1,9,1,0,0,9
530110405112020,3,19,3,0,0,19
530110405112024,10,34,10,0,0,34
530110405112027,15,36,15,0,0,36
530110405112030,1,4,0,0,0,4
530110405121002,5,13,5,0,0,13
530110405121008,8,19,8,0,0,19
530110405121012,23,64,23,0,0,64
530110405121015,99,240,99,18,0,222
530110405121018,48,101,48,0,0,101
530110405121021,40,96,37,0,0,96
530110405131004,4,8,4,0,0,8
530110405131007,23,76,23,0,0,76
530110405131011,24,48,24,0,0,48
530110405131014,49,120,49,0,0,120
530110405131017,59,163,59,0,0,163
530110405131021,28,83,28,0,0,83
530110405131024,23,80,23,0,0,80
530110405131027,24,64,24,0,0,64
530110405131031,3,12,3,0,0,12
530110405131034,12,43,12,0,0,43
530110405131037,6,34,2,0,0,34
530599501001442,33,7,0,0,0,7
530599501001515,23,3,2,0,0,3
530599504002088,15,28,14,0,0,28
530599505001003,48,65,28,0,0,65
530599505001006,33,69,29,0,0,69
530599505001009,2,6,2,0,0,6
530599505001013,31,72,24,0,0,72
530599505001016,1,5,0,0,0,5
530599505001019,2,9,0,0,0,9
530599505001036,2,17,2,0,0,17
530599505001039,15,34,15,0,0,34
530599505002001,123,276,123,0,0,276
530599505002008,1,6,1,0,0,6
530599505002014,11,21,11,0,0,21
530599505002018,3,10,0,0,0,10
530599505002021,10,23,8,0,0,23
530599505002038,2,6,2,0,0,6
530599505002041,5,22,4,0,0,22
530599504001016,2,2,0,0,0,2
530599504001029,73,147,65,0,0,147
530599504001032,12,37,12,0,0,37
530599504001049,17,19,17,0,0,19
530599504001052,7,22,2,0,0,22
530599504001055,6,16,6,0,0,16
530599504001075,7,27,2,0,0,27
530599504002003,2,13,2,0,0,13
530599504002020,6,13,6,0,0,13
530599502003178,4,14,4,0,0,14
530599502003188,7,7,7,0,0,7
530599503001003,3,22,3,0,0,22
530599504002033,61,125,61,0,0,125
530599504002043,1,4,1,0,0,4
530599504002050,10,29,10,0,0,29
530599504002053,6,15,6,0,0,15
530599504002073,14,39,14,0,0,39
530599503001013,9,24,9,0,0,24
530599503001016,8,17,4,0,0,17
530599503001019,9,16,9,0,0,16
530599503001039,7,9,7,0,0,9
530599503001042,6,9,6,0,0,9
530599503002030,1,5,0,0,0,5
530599503002033,13,18,13,0,0,18
530599503002037,11,21,6,0,0,21
530599503002043,5,11,5,0,0,11
530599503002050,4,11,4,0,0,11
530599503002053,1,8,0,0,0,8
530599503002057,9,13,9,0,0,13
530599503002060,31,64,23,0,0,64
530599502003035,3,2,0,0,0,2
530599502003048,48,10,8,0,0,10
530599502003055,2,10,2,0,0,10
530599502003061,6,14,6,0,0,14
530599502003094,2,3,0,0,0,3
530599502003101,2,13,2,0,0,13
530599502003108,4,13,4,0,0,13
530599502003111,10,30,10,0,0,30
530599502003138,1,8,0,0,0,8
530599502001028,1,9,0,0,0,9
530599502001044,1,12,1,0,0,12
530599502003144,20,36,20,0,0,36
530599502003148,22,56,22,0,0,56
530599502003158,6,17,6,0,0,17
530599502003161,10,40,10,0,0,40
530599502001048,22,46,22,0,0,46
530599502001051,106,286,103,0,0,286
530599502001054,23,37,23,0,0,37
530599502001058,47,118,47,0,0,118
530599502002000,44,104,44,0,0,104
530599502002017,3,12,0,0,0,12
530599502002020,15,36,15,0,0,36
530599502002027,41,95,41,0,0,95
530599502002037,4,12,4,0,0,12
530599502002040,1,7,1,0,0,7
530599502002043,44,103,44,0,0,103
530599502002047,1,2,1,0,0,2
530599502002073,2,5,2,0,0,5
530599502002080,3,5,3,0,0,5
530599502003013,2,1,0,0,0,1
530599501001580,17,1,3,0,0,1
530599501001587,6,7,2,0,0,7
530599502001010,6,17,4,0,0,17
530110402021004,38,104,34,0,0,104
530110402021034,1,5,1,0,0,5
530110402022025,1,7,1,0,0,7
530110406054030,22,74,22,0,0,74
530110402031017,2,20,0,0,0,20
530110415001008,54,93,44,0,0,93
530110407091002,33,94,33,0,0,94
530110417002021,55,117,48,0,0,117
530110409091017,11,49,11,0,0,49
530110418003039,15,24,15,0,0,24
530110419002017,16,27,16,0,0,27
530110420002005,28,71,28,0,0,71
530110409102006,12,47,12,0,0,47
530110423001018,7,27,4,0,0,27
