GEOID,NAME,HH,POP,HH_Occ,GQ_Inst,GQ_Non
530110419002013,"Block 2013, Block Group 2, Census Tract 419, Clark County, Washington",9,19,9,0,0
530110419002014,"Block 2014, Block Group 2, Census Tract 419, Clark County, Washington",8,17,8,0,0
530110419002015,"Block 2015, Block Group 2, Census Tract 419, Clark County, Washington",4,9,0,0,0
530110419002018,"Block 2018, Block Group 2, Census Tract 419, Clark County, Washington",5,12,5,0,0
530110419002020,"Block 2020, Block Group 2, Census Tract 419, Clark County, Washington",63,93,59,0,0
530110410051011,"Block 1011, Block Group 1, Census Tract 410.05, Clark County, Washington",29,80,29,0,0
530110410051012,"Block 1012, Block Group 1, Census Tract 410.05, Clark County, Washington",11,29,11,0,0
530110410051014,"Block 1014, Block Group 1, Census Tract 410.05, Clark County, Washington",8,32,8,0,0
530110410051015,"Block 1015, Block Group 1, Census Tract 410.05, Clark County, Washington",46,120,46,0,0
530110410051016,"Block 1016, Block Group 1, Census Tract 410.05, Clark County, Washington",16,32,16,0,0
530110410051018,"Block 1018, Block Group 1, Census Tract 410.05, Clark County, Washington",7,21,7,0,0
530110410051019,"Block 1019, Block Group 1, Census Tract 410.05, Clark County, Washington",12,37,12,0,0
530110410052000,"Block 2000, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052001,"Block 2001, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052003,"Block 2003, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052004,"Block 2004, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052006,"Block 2006, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052007,"Block 2007, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052008,"Block 2008, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052009,"Block 2009, Block Group 2, Census Tract 410.05, Clark County, Washington",2,9,1,0,0
530110410052011,"Block 2011, Block Group 2, Census Tract 410.05, Clark County, Washington",1,11,0,0,0
530110410052012,"Block 2012, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052013,"Block 2013, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052014,"Block 2014, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052015,"Block 2015, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052016,"Block 2016, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052017,"Block 2017, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052018,"Block 2018, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052019,"Block 2019, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052021,"Block 2021, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052022,"Block 2022, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052023,"Block 2023, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052025,"Block 2025, Block Group 2, Census Tract 410.05, Clark County, Washington",27,43,27,0,0
530110410052026,"Block 2026, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052028,"Block 2028, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052029,"Block 2029, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052031,"Block 2031, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052032,"Block 2032, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052033,"Block 2033, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052035,"Block 2035, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052036,"Block 2036, Block Group 2, Census Tract 410.05, Clark County, Washington",2,9,0,0,0
530110410052038,"Block 2038, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410071012,"Block 1012, Block Group 1, Census Tract 410.07, Clark County, Washington",0,0,0,0,0
530110410071013,"Block 1013, Block Group 1, Census Tract 410.07, Clark County, Washington",41,75,41,0,0
530110410071015,"Block 1015, Block Group 1, Census Tract 410.07, Clark County, Washington",16,49,16,0,0
530110410071016,"Block 1016, Block Group 1, Census Tract 410.07, Clark County, Washington",12,36,12,0,0
530110410071017,"Block 1017, Block Group 1, Census Tract 410.07, Clark County, Washington",41,96,41,0,0
530110410072000,"Block 2000, Block Group 2, Census Tract 410.07, Clark County, Washington",0,0,0,0,0
530110410072001,"Block 2001, Block Group 2, Census Tract 410.07, Clark County, Washington",39,86,39,0,0
530110410072003,"Block 2003, Block Group 2, Census Tract 410.07, Clark County, Washington",0,0,0,0,0
530110410072004,"Block 2004, Block Group 2, Census Tract 410.07, Clark County, Washington",214,577,214,62,0
530110410072006,"Block 2006, Block Group 2, Census Tract 410.07, Clark County, Washington",15,26,6,0,0
530110410072007,"Block 2007, Block Group 2, Census Tract 410.07, Clark County, Washington",10,49,8,0,0
530110410072008,"Block 2008, Block Group 2, Census Tract 410.07, Clark County, Washington",12,32,11,0,0
530110410072010,"Block 2010, Block Group 2, Census Tract 410.07, Clark County, Washington",16,42,16,0,0
530110410072011,"Block 2011, Block Group 2, Census Tract 410.07, Clark County, Washington",68,105,68,0,0
530110410072013,"Block 2013, Block Group 2, Census Tract 410.07, Clark County, Washington",8,33,8,0,0
530110410072014,"Block 2014, Block Group 2, Census Tract 410.07, Clark County, Washington",0,0,0,0,0
530110410072016,"Block 2016, Block Group 2, Census Tract 410.07, Clark County, Washington",68,206,68,0,0
530110410073000,"Block 3000, Block Group 3, Census Tract 410.07, Clark County, Washington",58,147,58,0,0
530110410073001,"Block 3001, Block Group 3, Census Tract 410.07, Clark County, Washington",10,40,10,0,0
530110410073003,"Block 3003, Block Group 3, Census Tract 410.07, Clark County, Washington",39,80,39,0,0
530110410073004,"Block 3004, Block Group 3, Census Tract 410.07, Clark County, Washington",15,64,15,0,0
530110410073006,"Block 3006, Block Group 3, Census Tract 410.07, Clark County, Washington",15,35,15,0,0
530110410073007,"Block 3007, Block Group 3, Census Tract 410.07, Clark County, Washington",12,39,12,0,0
530110410073009,"Block 3009, Block Group 3, Census Tract 410.07, Clark County, Washington",49,108,49,0,0
530110410073010,"Block 3010, Block Group 3, Census Tract 410.07, Clark County, Washington",0,0,0,0,0
530110410081001,"Block 1001, Block Group 1, Census Tract 410.08, Clark County, Washington",13,45,6,0,0
530110410081002,"Block 1002, Block Group 1, Census Tract 410.08, Clark County, Washington",16,38,16,0,0
530110410081003,"Block 1003, Block Group 1, Census Tract 410.08, Clark County, Washington",52,118,52,0,0
530110410081004,"Block 1004, Block Group 1, Census Tract 410.08, Clark County, Washington",9,23,9,0,0
530110410081005,"Block 1005, Block Group 1, Census Tract 410.08, Clark County, Washington",53,140,53,0,0
530110410081006,"Block 1006, Block Group 1, Census Tract 410.08, Clark County, Washington",16,47,16,0,0
530110410081007,"Block 1007, Block Group 1, Census Tract 410.08, Clark County, Washington",41,83,33,0,0
530110410081008,"Block 1008, Block Group 1, Census Tract 410.08, Clark County, Washington",21,48,21,0,0
530110410081009,"Block 1009, Block Group 1, Census Tract 410.08, Clark County, Washington",40,108,36,0,0
530110410081010,"Block 1010, Block Group 1, Census Tract 410.08, Clark County, Washington",21,57,21,0,0
530110410081011,"Block 1011, Block Group 1, Census Tract 410.08, Clark County, Washington",44,110,43,0,0
530110410081012,"Block 1012, Block Group 1, Census Tract 410.08, Clark County, Washington",45,112,45,0,0
530110419002021,"Block 2021, Block Group 2, Census Tract 419, Clark County, Washington",8,27,8,0,0
530110419002023,"Block 2023, Block Group 2, Census Tract 419, Clark County, Washington",9,26,9,0,0
530110419002024,"Block 2024, Block Group 2, Census Tract 419, Clark County, Washington",10,18,6,0,0
530110419002025,"Block 2025, Block Group 2, Census Tract 419, Clark County, Washington",7,17,0,0,0
530110419002026,"Block 2026, Block Group 2, Census Tract 419, Clark County, Washington",2,9,2,0,0
530110419002027,"Block 2027, Block Group 2, Census Tract 419, Clark County, Washington",4,10,4,0,0
530110419002028,"Block 2028, Block Group 2, Census Tract 419, Clark County, Washington",7,19,7,0,0
530110419002029,"Block 2029, Block Group 2, Census Tract 419, Clark County, Washington",8,24,7,0,0
530110419002030,"Block 2030, Block Group 2, Census Tract 419, Clark County, Washington",8,20,8,0,0
530110419002031,"Block 2031, Block Group 2, Census Tract 419, Clark County, Washington",15,17,15,0,0
530110419002032,"Block 2032, Block Group 2, Census Tract 419, Clark County, Washington",5,22,5,0,0
530110419002033,"Block 2033, Block Group 2, Census Tract 419, Clark County, Washington",4,9,4,0,0
530110419002034,"Block 2034, Block Group 2, Census Tract 419, Clark County, Washington",14,32,14,0,0
530110419002035,"Block 2035, Block Group 2, Census Tract 419, Clark County, Washington",7,18,7,0,0
530110419002036,"Block 2036, Block Group 2, Census Tract 419, Clark County, Washington",3,3,0,0,0
530110419002037,"Block 2037, Block Group 2, Census Tract 419, Clark County, Washington",5,17,5,0,0
530110419002039,"Block 2039, Block Group 2, Census Tract 419, Clark County, Washington",0,0,0,0,0
530110419002040,"Block 2040, Block Group 2, Census Tract 419, Clark County, Washington",54,117,54,0,3
530110419002041,"Block 2041, Block Group 2, Census Tract 419, Clark County, Washington",0,0,0,0,0
530110419002043,"Block 2043, Block Group 2, Census Tract 419, Clark County, Washington",2,2,2,0,0
530110419002044,"Block 2044, Block Group 2, Census Tract 419, Clark County, Washington",4,6,4,0,0
530110420001000,"Block 1000, Block Group 1, Census Tract 420, Clark County, Washington",123,232,123,0,0
530110420001001,"Block 1001, Block Group 1, Census Tract 420, Clark County, Washington",11,24,11,0,0
530110420001003,"Block 1003, Block Group 1, Census Tract 420, Clark County, Washington",9,19,3,0,0
530110420001004,"Block 1004, Block Group 1, Census Tract 420, Clark County, Washington",10,25,10,0,0
530110420001006,"Block 1006, Block Group 1, Census Tract 420, Clark County, Washington",8,20,8,0,0
530110420001007,"Block 1007, Block Group 1, Census Tract 420, Clark County, Washington",23,40,23,0,0
530110420001008,"Block 1008, Block Group 1, Census Tract 420, Clark County, Washington",17,34,17,0,0
530110420001010,"Block 1010, Block Group 1, Census Tract 420, Clark County, Washington",13,29,13,0,0
530110420001011,"Block 1011, Block Group 1, Census Tract 420, Clark County, Washington",12,30,12,0,0
530110420001013,"Block 1013, Block Group 1, Census Tract 420, Clark County, Washington",6,15,6,0,0
530110420001014,"Block 1014, Block Group 1, Census Tract 420, Clark County, Washington",10,22,10,0,0
530110420001016,"Block 1016, Block Group 1, Census Tract 420, Clark County, Washington",12,40,2,0,0
530110420001017,"Block 1017, Block Group 1, Census Tract 420, Clark County, Washington",10,19,10,0,0
530110420002001,"Block 2001, Block Group 2, Census Tract 420, Clark County, Washington",12,18,12,0,0
530110420002002,"Block 2002, Block Group 2, Census Tract 420, Clark County, Washington",27,52,27,0,0
530110420002003,"Block 2003, Block Group 2, Census Tract 420, Clark County, Washington",28,61,28,0,0
530110420002006,"Block 2006, Block Group 2, Census Tract 420, Clark County, Washington",27,54,27,0,0
530110410052039,"Block 2039, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052041,"Block 2041, Block Group 2, Census Tract 410.05, Clark County, Washington",1,14,1,0,0
530110410052042,"Block 2042, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052043,"Block 2043, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052045,"Block 2045, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052046,"Block 2046, Block Group 2, Census Tract 410.05, Clark County, Washington",9,22,9,0,0
530110410052048,"Block 2048, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110410052049,"Block 2049, Block Group 2, Census Tract 410.05, Clark County, Washington",0,0,0,0,0
530110420002020,"Block 2020, Block Group 2, Census Tract 420, Clark County, Washington",16,32,7,0,0
530110421001000,"Block 1000, Block Group 1, Census Tract 421, Clark County, Washington",9,21,9,0,0
530110421001002,"Block 1002, Block Group 1, Census Tract 421, Clark County, Washington",15,32,15,0,0
530110421001003,"Block 1003, Block Group 1, Census Tract 421, Clark County, Washington",8,19,8,0,0
530110421001004,"Block 1004, Block Group 1, Census Tract 421, Clark County, Washington",10,25,10,0,0
530110421001005,"Block 1005, Block Group 1, Census Tract 421, Clark County, Washington",9,38,5,0,0
530110421001006,"Block 1006, Block Group 1, Census Tract 421, Clark County, Washington",11,32,11,0,0
530110421001007,"Block 1007, Block Group 1, Census Tract 421, Clark County, Washington",8,24,8,0,0
530110421001008,"Block 1008, Block Group 1, Census Tract 421, Clark County, Washington",12,23,12,0,0
530110421001009,"Block 1009, Block Group 1, Census Tract 421, Clark County, Washington",11,24,11,0,0
530110421001010,"Block 1010, Block Group 1, Census Tract 421, Clark County, Washington",11,32,11,0,0
530110421001011,"Block 1011, Block Group 1, Census Tract 421, Clark County, Washington",11,17,11,0,0
530110421001012,"Block 1012, Block Group 1, Census Tract 421, Clark County, Washington",13,27,9,0,0
530110421001013,"Block 1013, Block Group 1, Census Tract 421, Clark County, Washington",12,29,12,0,0
530110421001014,"Block 1014, Block Group 1, Census Tract 421, Clark County, Washington",12,25,12,0,0
530110421001015,"Block 1015, Block Group 1, Census Tract 421, Clark County, Washington",14,27,14,0,0
530110421001016,"Block 1016, Block Group 1, Census Tract 421, Clark County, Washington",16,42,16,0,0
530110421001017,"Block 1017, Block Group 1, Census Tract 421, Clark County, Washington",13,20,13,0,0
530110421001018,"Block 1018, Block Group 1, Census Tract 421, Clark County, Washington",11,26,10,0,0
530110421001020,"Block 1020, Block Group 1, Census Tract 421, Clark County, Washington",19,15,19,0,0
530110421001021,"Block 1021, Block Group 1, Census Tract 421, Clark County, Washington",17,35,17,0,0
530110421001022,"Block 1022, Block Group 1, Census Tract 421, Clark County, Washington",16,37,16,0,0
530110421001024,"Block 1024, Block Group 1, Census Tract 421, Clark County, Washington",13,38,13,0,0
530110421001025,"Block 1025, Block Group 1, Census Tract 421, Clark County, Washington",14,18,12,0,0
530110421001027,"Block 1027, Block Group 1, Census Tract 421, Clark County, Washington",19,38,13,0,0
530110421001028,"Block 1028, Block Group 1, Census Tract 421, Clark County, Washington",12,26,12,0,0
530110421001030,"Block 1030, Block Group 1, Census Tract 421, Clark County, Washington",13,24,13,0,0
530110421001031,"Block 1031, Block Group 1, Census Tract 421, Clark County, Washington",17,37,17,0,0
