geography,id,num_hh_control,num_hh_result,num_hh_diff
BLOCK,410390031042002,24,24,0
BLOCK,410390032021026,8,8,0
BLOCK,410390032021027,1,1,0
BLOCK,410390039001062,190,190,0
BLOCK,410390039001075,67,67,0
BLOCK,410430206012023,7,7,0
BLOCK,410430206012032,7,7,0
BLOCK,410430206013008,6,6,0
BLOCK,410390023012000,9,9,0
BLOCK,410390023012004,10,10,0
BLOCK,410390026002009,5,5,0
BLOCK,410390038012012,25,25,0
BLOCK,410390039002010,53,53,0
BLOCK,410430206023031,3,3,0
BLOCK,410430207001003,5,5,0
BLOCK,410390023012029,71,71,0
BLOCK,410419504011004,3,3,0
BLOCK,410390042002049,28,28,0
BLOCK,410390042002054,9,9,0
BLOCK,410390042003001,20,20,0
BLOCK,410430203003004,2,2,0
BLOCK,410530203051000,9,9,0
BLOCK,410530202021022,1,1,0
BLOCK,410530202021023,8,8,0
BLOCK,410530202021025,1,1,0
BLOCK,410530202021026,9,9,0
BLOCK,410510106022057,10,10,0
BLOCK,410510104083004,5,5,0
BLOCK,410510101012003,8,8,0
BLOCK,410510103032003,31,31,0
BLOCK,410530203051009,2,2,0
BLOCK,410510104084003,13,13,0
BLOCK,410510101013008,6,6,0
BLOCK,410510104084001,1,1,0
BLOCK,410510104101001,10,10,0
BLOCK,410510101021002,2,2,0
BLOCK,410510097033007,8,8,0
BLOCK,410510097033008,6,6,0
BLOCK,410530202041017,11,11,0
BLOCK,410530202041018,4,4,0
BLOCK,410530202043012,7,7,0
BLOCK,410510105001053,15,15,0
BLOCK,410510105001062,1,1,0
BLOCK,410510103033003,17,17,0
BLOCK,410510103041007,16,16,0
BLOCK,410519800001008,18,18,0
BLOCK,410510104102000,17,17,0
BLOCK,410510104102001,23,23,0
BLOCK,410510101021016,63,63,0
BLOCK,410510097033016,6,6,0
BLOCK,410510103041013,24,24,0
